device_id,customer_id,device_type,brand,model,serial_number,purchase_date,warranty_expiry,device_status
DEV01091,CUST04111,Fiber ONT,Airtel,N134,SN50003572,2025-08-17,2029-05-31,In Use
DEV01092,CUST04655,Set Top Box,Netgear,X694,SN20739414,2024-03-30,2029-05-30,Returned
DEV01093,CUST00656,WiFi Modem,TP-Link,R629,SN83749837,2025-07-04,2029-05-01,In Use
DEV01094,CUST04288,4G Dongle,Nokia,A583,SN14335857,2024-03-14,2027-12-15,In Use
DEV01095,CUST04418,4G Dongle,TP-Link,X451,SN13827792,2022-07-08,2029-06-16,Under Repair
DEV01096,CUST00089,Set Top Box,Jio,R687,SN44111692,2024-05-09,2028-10-02,Faulty
DEV01097,CUST03449,Fiber ONT,TP-Link,N271,SN47052664,2022-11-08,2028-08-30,In Use
DEV01098,CUST04896,5G Router,TP-Link,N162,SN19514358,2021-11-03,2026-08-09,Returned
DEV01099,CUST04737,WiFi Modem,Cisco,N928,SN26905924,2025-08-20,2028-11-03,Under Repair
DEV01100,CUST00224,Fiber ONT,Jio,X229,SN78901959,2026-01-08,2027-01-18,Under Repair
DEV01101,CUST00630,Fiber ONT,TP-Link,A730,SN01580000,2025-06-09,2029-05-07,Faulty
DEV01102,CUST02255,Fiber ONT,Cisco,X718,SN15278554,2023-04-21,2029-01-06,In Stock
DEV01103,CUST04848,5G Router,Huawei,R478,SN96850621,2023-02-15,2028-10-26,In Stock
DEV01104,CUST02141,5G Router,D-Link,R285,SN25672592,2026-06-09,2027-07-21,Under Repair
DEV01105,CUST00272,Fiber ONT,Nokia,A709,SN33197972,2025-12-09,2028-12-04,In Stock
DEV01106,CUST04063,Set Top Box,Airtel,A776,SN79267203,2022-12-28,2026-11-19,Returned
DEV01107,CUST01371,WiFi Modem,Netgear,X757,SN89291147,2023-10-27,2029-01-21,Faulty
DEV01108,CUST00951,Router,Huawei,R508,SN43477605,2023-10-17,2028-03-09,Returned
DEV01109,CUST02469,Set Top Box,D-Link,R799,SN95365757,2024-07-17,2027-05-10,Returned
DEV01110,CUST03888,Fiber ONT,Huawei,R112,SN07333305,2024-05-31,2027-12-17,Faulty
DEV01111,CUST03677,Set Top Box,Netgear,X199,SN20929078,2023-07-29,2026-08-12,Under Repair
DEV01112,CUST02899,Set Top Box,TP-Link,N376,SN31121484,2023-01-03,2028-12-07,Faulty
DEV01113,CUST00806,Fiber ONT,Airtel,R891,SN31285816,2024-10-11,2027-11-27,In Stock
DEV01114,CUST04823,WiFi Modem,Netgear,A420,SN88790845,2025-02-09,2029-06-27,Under Repair
DEV01115,CUST00087,5G Router,Cisco,X112,SN75480812,2025-08-30,2026-07-07,Returned
DEV01116,CUST00801,4G Dongle,Nokia,R459,SN34838770,2023-12-13,2028-06-11,In Stock
DEV01117,CUST02321,Fiber ONT,D-Link,X124,SN81603421,2023-12-21,2027-10-06,Under Repair
DEV01118,CUST00754,Router,D-Link,X825,SN37800624,2026-06-19,2026-10-26,In Use
DEV01119,CUST00708,4G Dongle,Huawei,R772,SN11467634,2023-08-11,2027-04-15,Under Repair
DEV01120,CUST01514,Router,Huawei,N401,SN12974207,2022-03-15,2027-06-06,Returned
DEV01121,CUST00621,5G Router,Jio,N887,SN33639504,2024-03-14,2026-11-01,Returned
DEV01122,CUST02650,Fiber ONT,Huawei,X383,SN63170784,2025-11-19,2027-12-09,In Use
DEV01123,CUST03136,Set Top Box,Netgear,X364,SN45651411,2021-07-01,2027-09-17,Faulty
DEV01124,CUST01458,Set Top Box,Nokia,R305,SN06423283,2023-12-17,2028-10-03,Under Repair
DEV01125,CUST03217,WiFi Modem,Jio,X247,SN36873689,2024-10-22,2029-04-07,Under Repair
DEV01126,CUST03533,WiFi Modem,Nokia,R832,SN70693129,2026-04-25,2026-11-25,Faulty
DEV01127,CUST00847,Router,Nokia,X685,SN12321948,2025-06-06,2029-04-19,Faulty
DEV01128,CUST03653,Router,Jio,A768,SN83732077,2022-08-13,2026-10-04,In Use
DEV01129,CUST00310,5G Router,Airtel,N255,SN81945263,2022-01-01,2028-03-05,Faulty
DEV01130,CUST03206,4G Dongle,Cisco,R589,SN99396759,2023-11-03,2028-03-22,Returned
DEV01131,CUST03309,5G Router,Nokia,A103,SN25475041,2024-06-01,2026-12-31,Returned
DEV01132,CUST03950,Router,Netgear,N798,SN93115707,2022-04-21,2028-11-29,Faulty
DEV01133,CUST03282,Router,Nokia,N647,SN17211829,2026-04-12,2027-06-07,Faulty
DEV01134,CUST00660,Set Top Box,TP-Link,A280,SN50954788,2026-06-19,2029-04-30,Under Repair
DEV01135,CUST00323,Set Top Box,D-Link,N812,SN34773141,2024-12-08,2029-05-18,Returned
DEV01136,CUST00875,5G Router,Netgear,R186,SN42849239,2026-05-26,2028-07-18,Returned
DEV01137,CUST01553,WiFi Modem,Cisco,A125,SN93991753,2022-07-30,2028-09-07,Under Repair
DEV01138,CUST01954,Set Top Box,Airtel,X911,SN57840725,2023-08-03,2028-02-11,Under Repair
DEV01139,CUST02521,Set Top Box,Jio,X137,SN96390176,2022-09-19,2027-10-29,Faulty
DEV01140,CUST00460,Fiber ONT,Cisco,R221,SN63687975,2024-11-12,2028-09-07,In Stock
DEV01141,CUST04286,Set Top Box,Huawei,A173,SN28061522,2024-02-04,2027-09-28,In Use
DEV01142,CUST01160,Set Top Box,Cisco,R733,SN34580599,2025-03-14,2028-04-08,In Use
DEV01143,CUST01989,5G Router,Huawei,X276,SN53021591,2022-09-04,2027-07-08,In Use
DEV01144,CUST02518,Router,Jio,A955,SN70952263,2024-05-20,2028-08-07,Under Repair
DEV01145,CUST00524,Router,Nokia,R709,SN39978343,2025-12-19,2028-01-29,Under Repair
DEV01146,CUST01807,Router,D-Link,R445,SN11238279,2022-08-05,2027-07-26,Returned
DEV01147,CUST02657,Router,Huawei,N956,SN77381298,2023-06-25,2027-12-09,In Stock
DEV01148,CUST00374,4G Dongle,Huawei,N164,SN33540972,2026-01-03,2027-03-15,In Use
DEV01149,CUST02244,WiFi Modem,Airtel,A813,SN30893936,2025-03-06,2029-01-16,Faulty
DEV01150,CUST04534,WiFi Modem,Jio,A695,SN87553508,2026-03-01,2029-02-28,In Use
DEV01151,CUST01093,Router,Airtel,A116,SN77356804,2026-04-21,2027-08-16,Returned
DEV01152,CUST00662,Router,Cisco,A191,SN14163379,2026-05-21,2026-09-07,Under Repair
DEV01153,CUST02325,Set Top Box,Jio,A311,SN33403097,2021-11-25,2026-07-28,In Stock
DEV01154,CUST02220,4G Dongle,Jio,R344,SN49057315,2023-10-31,2026-11-05,In Stock
DEV01155,CUST00309,4G Dongle,Huawei,R726,SN51049406,2024-10-12,2027-08-18,In Use
DEV01156,CUST02468,Fiber ONT,Airtel,X671,SN00779310,2023-05-05,2028-01-06,In Stock
DEV01157,CUST01573,Router,Nokia,N983,SN82768485,2022-07-18,2028-03-08,Under Repair
DEV01158,CUST04158,WiFi Modem,Jio,A383,SN11249503,2022-03-23,2028-02-27,In Use
DEV01159,CUST01587,Router,Huawei,R609,SN48426430,2025-09-15,2028-03-19,In Stock
DEV01160,CUST01309,5G Router,Cisco,X760,SN64803249,2025-02-04,2027-08-28,Faulty
DEV01161,CUST02336,WiFi Modem,Airtel,N442,SN43824604,2025-09-21,2028-08-18,Under Repair
DEV01162,CUST03713,Router,Nokia,X650,SN71548501,2022-03-19,2027-12-15,In Stock
DEV01163,CUST01295,Router,Jio,X172,SN50557148,2022-08-27,2027-06-22,In Stock
DEV01164,CUST03644,4G Dongle,Netgear,R303,SN90246837,2023-03-27,2026-12-24,Faulty
DEV01165,CUST01885,Router,Netgear,A200,SN57592401,2024-03-25,2026-12-08,In Stock
DEV01166,CUST03380,WiFi Modem,Airtel,A175,SN81849237,2024-08-20,2028-05-13,Returned
DEV01167,CUST04794,Set Top Box,Cisco,R248,SN80637604,2025-04-11,2027-05-27,In Stock
DEV01168,CUST04993,Set Top Box,Huawei,R482,SN41844391,2023-01-03,2028-12-11,In Stock
DEV01169,CUST03750,5G Router,D-Link,N376,SN06806826,2025-06-13,2028-09-05,In Stock
DEV01170,CUST02752,WiFi Modem,Cisco,X387,SN81165309,2026-05-20,2028-11-15,In Stock
DEV01171,CUST00911,Set Top Box,Jio,R275,SN48973528,2026-06-15,2027-01-15,Faulty
DEV01172,CUST01802,Fiber ONT,Huawei,A691,SN85796856,2025-08-06,2029-04-03,Under Repair
DEV01173,CUST01882,Router,Airtel,R982,SN15817977,2023-06-28,2027-01-20,In Stock
DEV01174,CUST04847,Set Top Box,Jio,N114,SN14964326,2026-04-16,2026-08-29,Returned
DEV01175,CUST02021,WiFi Modem,Netgear,R693,SN36368743,2026-04-30,2027-04-22,In Stock
DEV01176,CUST04848,WiFi Modem,Cisco,R145,SN13107946,2025-02-10,2028-07-18,In Use
DEV01177,CUST03856,5G Router,Cisco,R643,SN82680531,2023-06-14,2029-06-12,Returned
DEV01178,CUST03927,5G Router,Nokia,R607,SN36124357,2024-11-05,2029-04-25,In Stock
DEV01179,CUST00681,4G Dongle,Cisco,R323,SN07604505,2021-10-03,2029-04-21,In Stock
DEV01180,CUST02937,Fiber ONT,D-Link,X116,SN12385719,2022-09-19,2028-03-29,Returned
DEV01181,CUST02498,WiFi Modem,Jio,X565,SN98984493,2022-03-11,2028-12-22,Returned
DEV01182,CUST01136,5G Router,Airtel,A908,SN27216171,2023-05-30,2028-04-06,Faulty
DEV01183,CUST03804,5G Router,Cisco,X494,SN32216928,2021-08-29,2027-02-13,Faulty
DEV01184,CUST04350,Router,TP-Link,R870,SN48514651,2025-09-30,2028-12-28,Faulty
DEV01185,CUST04444,4G Dongle,D-Link,X735,SN99840710,2024-05-09,2027-09-22,Faulty
DEV01186,CUST00450,4G Dongle,Netgear,X213,SN13959373,2022-04-27,2028-11-24,Returned
DEV01187,CUST02995,Set Top Box,Cisco,N475,SN69110684,2026-01-03,2026-10-02,In Stock
DEV01188,CUST04578,5G Router,Nokia,A241,SN40953424,2021-11-19,2028-11-16,Faulty
DEV01189,CUST01955,4G Dongle,Nokia,R855,SN22787524,2026-02-26,2027-01-03,Under Repair
DEV01190,CUST01719,5G Router,D-Link,N461,SN42603441,2022-06-13,2028-03-25,Faulty
DEV01191,CUST04126,5G Router,Airtel,N155,SN86230518,2025-09-23,2029-03-30,In Use
DEV01192,CUST03055,Fiber ONT,Jio,R613,SN15710970,2022-04-03,2027-05-06,Under Repair
DEV01193,CUST01006,Set Top Box,TP-Link,R735,SN84410558,2023-01-24,2029-04-29,Faulty
DEV01194,CUST00538,WiFi Modem,Jio,X182,SN86655923,2022-12-20,2026-10-23,Returned
DEV01195,CUST01465,Fiber ONT,Nokia,X268,SN12874328,2025-11-25,2027-03-03,Faulty
DEV01196,CUST00918,5G Router,Huawei,R254,SN79008465,2024-02-16,2026-07-31,In Stock
DEV01197,CUST04266,5G Router,Cisco,N526,SN06085975,2022-04-07,2027-02-20,Under Repair
DEV01198,CUST01082,Set Top Box,Netgear,R554,SN01008417,2021-07-13,2026-11-14,In Use
DEV01199,CUST02389,WiFi Modem,Nokia,X992,SN35421652,2024-07-24,2027-12-08,In Stock
DEV01200,CUST04257,5G Router,Netgear,R692,SN07808937,2024-08-08,2027-10-20,Faulty
DEV01201,CUST02674,Set Top Box,Jio,R411,SN07885216,2024-12-23,2027-01-19,Under Repair
DEV01202,CUST01081,Fiber ONT,Huawei,N332,SN23424440,2023-08-04,2027-12-20,Returned
DEV01203,CUST03047,Fiber ONT,Cisco,A461,SN81014326,2025-12-11,2026-08-17,Faulty
DEV01204,CUST03735,WiFi Modem,Huawei,N286,SN36589321,2025-12-20,2029-02-19,In Stock
DEV01205,CUST01258,WiFi Modem,D-Link,X142,SN40707681,2025-06-20,2029-05-04,Faulty
DEV01206,CUST04707,WiFi Modem,Jio,N478,SN92235179,2024-05-25,2027-10-04,In Stock
DEV01207,CUST01681,4G Dongle,Cisco,N452,SN82959131,2022-06-15,2027-05-24,In Stock
DEV01208,CUST03055,Set Top Box,Huawei,N224,SN71556334,2025-03-07,2028-08-13,In Use
DEV01209,CUST03315,Set Top Box,Huawei,R427,SN09579000,2023-07-14,2028-06-23,In Stock
DEV01210,CUST00036,5G Router,Netgear,N585,SN34535868,2022-10-05,2027-09-01,Faulty
DEV01211,CUST04700,5G Router,Huawei,R446,SN57563676,2023-07-08,2028-09-25,In Use
DEV01212,CUST03924,Router,Huawei,X415,SN25029523,2026-04-26,2027-02-05,In Use
DEV01213,CUST03291,4G Dongle,D-Link,R465,SN79785400,2025-07-03,2028-09-20,In Use
DEV01214,CUST02674,Router,D-Link,A900,SN37895284,2021-12-01,2026-10-21,Faulty
DEV01215,CUST01604,Router,Nokia,R793,SN82757431,2023-08-01,2028-01-28,In Use
DEV01216,CUST04193,Set Top Box,D-Link,R425,SN09075212,2021-10-04,2027-05-07,Under Repair
DEV01217,CUST04957,4G Dongle,Cisco,N507,SN19708426,2023-05-20,2027-10-21,In Stock
DEV01218,CUST03504,Fiber ONT,Airtel,N112,SN51511870,2021-08-24,2028-04-23,Faulty
DEV01219,CUST02826,Fiber ONT,TP-Link,R995,SN03407409,2021-11-22,2028-04-14,Under Repair
DEV01220,CUST00718,WiFi Modem,Jio,R922,SN60695917,2025-09-27,2028-11-05,Returned
DEV01221,CUST02365,WiFi Modem,Airtel,R242,SN17900632,2022-07-08,2027-11-14,Under Repair
DEV01222,CUST04899,Router,Huawei,A410,SN18521711,2022-05-28,2029-01-29,Returned
DEV01223,CUST04304,Fiber ONT,Nokia,R190,SN08693359,2025-09-05,2028-12-12,In Use
DEV01224,CUST03355,5G Router,TP-Link,R279,SN47914333,2024-06-06,2028-01-09,Under Repair
DEV01225,CUST03786,5G Router,Huawei,A290,SN21845932,2026-05-21,2027-03-07,Returned
DEV01226,CUST02372,4G Dongle,Jio,X942,SN16931190,2026-01-21,2026-08-14,Faulty
DEV01227,CUST04795,Fiber ONT,Jio,R329,SN84201285,2024-12-03,2028-02-17,In Use
DEV01228,CUST00021,WiFi Modem,TP-Link,N755,SN02907783,2024-05-10,2027-12-25,Returned
DEV01229,CUST01018,5G Router,TP-Link,R283,SN84384826,2026-06-17,2029-05-25,Returned
DEV01230,CUST02005,Router,Nokia,N604,SN17881900,2024-01-24,2029-03-25,In Use
DEV01231,CUST04907,5G Router,Netgear,R679,SN98143795,2023-08-17,2028-06-09,Returned
DEV01232,CUST02113,5G Router,Jio,X482,SN79923837,2025-02-04,2028-07-31,Under Repair
DEV01233,CUST04713,Router,TP-Link,A695,SN74900011,2026-06-16,2028-07-29,In Use
DEV01234,CUST01198,Fiber ONT,Jio,A465,SN85791642,2024-07-23,2029-02-28,In Stock
DEV01235,CUST00434,Fiber ONT,Netgear,R751,SN24264959,2025-07-01,2028-02-28,Faulty
DEV01236,CUST00400,Fiber ONT,TP-Link,X626,SN38779176,2024-04-12,2026-07-11,In Stock
DEV01237,CUST01502,Router,Huawei,N993,SN39130394,2021-08-03,2027-09-03,Faulty
DEV01238,CUST02467,Fiber ONT,Netgear,X647,SN75360954,2024-10-14,2029-04-14,Under Repair
DEV01239,CUST02881,WiFi Modem,Cisco,A630,SN14232597,2021-12-11,2027-03-27,Faulty
DEV01240,CUST03056,Set Top Box,Airtel,N266,SN53120580,2025-09-20,2027-09-09,In Use
DEV01241,CUST01785,WiFi Modem,D-Link,A914,SN50149385,2024-03-09,2026-11-30,Under Repair
DEV01242,CUST04307,4G Dongle,Nokia,R571,SN53479010,2025-04-01,2028-04-26,In Use
DEV01243,CUST00955,WiFi Modem,Cisco,R456,SN66927313,2024-10-15,2027-01-03,Faulty
DEV01244,CUST02971,WiFi Modem,Jio,N276,SN55265113,2023-12-02,2027-01-07,Faulty
DEV01245,CUST00236,5G Router,Nokia,A231,SN49505466,2025-09-01,2028-05-28,In Stock
DEV01246,CUST01857,Fiber ONT,Huawei,A233,SN28785795,2023-02-12,2026-11-06,In Use
DEV01247,CUST03481,5G Router,Nokia,X119,SN05363622,2026-03-06,2028-09-28,Returned
DEV01248,CUST03533,Router,D-Link,X133,SN04726978,2023-02-08,2027-11-01,Under Repair
DEV01249,CUST04860,Router,Jio,X359,SN23899526,2023-02-23,2028-06-11,In Use
DEV01250,CUST00543,Fiber ONT,Cisco,X901,SN41379845,2026-06-23,2027-12-12,In Use
DEV01251,CUST04930,WiFi Modem,D-Link,A786,SN46917306,2025-06-04,2027-10-22,Faulty
DEV01252,CUST00240,Router,Huawei,N693,SN78039931,2021-12-23,2026-08-07,Faulty
DEV01253,CUST02886,WiFi Modem,D-Link,X201,SN58494509,2024-11-24,2029-01-10,Under Repair
DEV01254,CUST00115,4G Dongle,D-Link,A388,SN68252369,2025-07-30,2028-12-06,In Stock
DEV01255,CUST04401,Router,Nokia,A616,SN47688830,2024-06-22,2027-07-02,Returned
DEV01256,CUST03003,5G Router,Huawei,R789,SN82632545,2024-09-22,2027-02-19,In Use
DEV01257,CUST01482,Fiber ONT,Airtel,R319,SN58222117,2023-04-27,2027-10-02,Under Repair
DEV01258,CUST01865,Set Top Box,Nokia,N226,SN34411017,2025-11-23,2027-07-27,Returned
DEV01259,CUST00904,4G Dongle,Huawei,R880,SN30898689,2025-05-03,2027-01-05,Faulty
DEV01260,CUST02362,4G Dongle,Cisco,X435,SN31932145,2022-12-23,2026-09-24,Returned
DEV01261,CUST00948,Set Top Box,TP-Link,R714,SN24223151,2025-12-14,2029-01-02,Faulty
DEV01262,CUST03637,WiFi Modem,Airtel,N975,SN73538007,2024-11-20,2027-12-30,Returned
DEV01263,CUST01547,Router,Jio,N283,SN66283295,2026-03-14,2027-01-05,In Use
DEV01264,CUST04028,5G Router,Nokia,R548,SN87617797,2021-08-09,2026-09-24,Under Repair
DEV01265,CUST00697,Router,Huawei,R510,SN57198072,2024-05-27,2028-03-23,Under Repair
DEV01266,CUST00834,5G Router,Huawei,X472,SN21206209,2022-06-20,2028-10-09,In Stock
DEV01267,CUST02775,WiFi Modem,Airtel,X338,SN95457423,2024-02-14,2029-04-16,Returned
DEV01268,CUST04089,Fiber ONT,TP-Link,R464,SN16897460,2022-06-28,2028-07-02,Returned
DEV01269,CUST04942,Set Top Box,Jio,N250,SN94653353,2023-02-16,2028-06-08,Returned
DEV01270,CUST00886,Router,TP-Link,R609,SN02640075,2022-08-11,2027-05-03,In Stock
DEV01271,CUST01103,Router,Nokia,X950,SN76010179,2022-10-16,2028-07-02,In Use
DEV01272,CUST04081,5G Router,Cisco,A491,SN98914760,2024-05-20,2028-05-30,Under Repair
DEV01273,CUST02679,WiFi Modem,TP-Link,X878,SN31131375,2026-01-20,2027-12-06,In Use
DEV01274,CUST04260,Set Top Box,Jio,A400,SN60674079,2023-08-11,2029-06-08,Returned
DEV01275,CUST04017,4G Dongle,TP-Link,N928,SN13250666,2023-09-22,2027-03-24,Under Repair
DEV01276,CUST04478,Router,Cisco,R221,SN12558230,2024-08-10,2028-12-01,Returned
DEV01277,CUST03688,Fiber ONT,Airtel,R570,SN89694833,2024-07-16,2028-02-28,In Use
DEV01278,CUST00270,WiFi Modem,TP-Link,A603,SN18968656,2023-12-04,2029-03-20,Returned
DEV01279,CUST01102,Fiber ONT,Airtel,R882,SN81650875,2024-05-02,2029-05-03,In Use
DEV01280,CUST04661,5G Router,Jio,R587,SN22725563,2023-03-04,2027-07-15,Under Repair
DEV01281,CUST01281,4G Dongle,Cisco,R369,SN51147793,2025-02-11,2028-11-27,Returned
DEV01282,CUST04842,Set Top Box,Netgear,N428,SN05056051,2022-07-17,2027-10-14,In Use
DEV01283,CUST00231,4G Dongle,Cisco,A957,SN14341759,2023-01-14,2028-04-26,Faulty
DEV01284,CUST02858,5G Router,Cisco,N489,SN74269893,2021-10-11,2029-06-26,In Use
DEV01285,CUST03508,Fiber ONT,Netgear,R459,SN64854187,2023-05-21,2028-12-13,In Use
DEV01286,CUST02001,WiFi Modem,D-Link,N706,SN82900889,2021-11-12,2028-06-14,In Use
DEV01287,CUST00537,Fiber ONT,Nokia,N273,SN35906445,2026-04-16,2029-06-03,In Use
DEV01288,CUST04411,Fiber ONT,Cisco,R773,SN71775324,2023-08-23,2028-01-19,Returned
DEV01289,CUST04654,4G Dongle,Airtel,N120,SN43065054,2024-05-12,2028-03-11,Returned
DEV01290,CUST04817,Router,Netgear,R684,SN81295646,2023-07-17,2028-10-05,Returned
DEV01291,CUST02642,4G Dongle,Nokia,R202,SN71431278,2025-07-23,2028-07-16,In Stock
DEV01292,CUST02753,Set Top Box,Netgear,A729,SN79537606,2025-06-22,2029-03-25,Faulty
DEV01293,CUST02977,Set Top Box,D-Link,R750,SN69613062,2023-04-18,2028-12-28,In Use
DEV01294,CUST04390,WiFi Modem,TP-Link,N148,SN06200876,2025-11-30,2027-10-07,Faulty
DEV01295,CUST04699,Set Top Box,D-Link,X834,SN44237518,2025-03-25,2026-07-15,Under Repair
DEV01296,CUST00777,4G Dongle,Netgear,N168,SN12667080,2024-07-06,2027-01-10,Under Repair
DEV01297,CUST04351,Set Top Box,Airtel,A455,SN16308710,2024-08-27,2026-08-09,In Use
DEV01298,CUST02473,4G Dongle,TP-Link,R779,SN27334264,2025-04-15,2027-06-17,Under Repair
DEV01299,CUST02567,WiFi Modem,Airtel,R357,SN01956302,2025-11-05,2028-06-10,Under Repair
DEV01300,CUST04222,Set Top Box,Huawei,X742,SN21857015,2021-11-13,2026-09-27,Under Repair
DEV01301,CUST01529,4G Dongle,Jio,A776,SN83853129,2023-04-19,2027-11-26,Returned
DEV01302,CUST02195,5G Router,Airtel,X634,SN65551858,2023-05-01,2027-07-01,In Stock
DEV01303,CUST02985,Set Top Box,Huawei,A254,SN77396087,2023-01-02,2028-02-05,Faulty
DEV01304,CUST03567,Set Top Box,Netgear,X749,SN47058586,2022-11-07,2027-02-15,In Stock
DEV01305,CUST03379,Fiber ONT,TP-Link,A362,SN76536496,2025-11-23,2026-09-28,Under Repair
DEV01306,CUST01935,Set Top Box,D-Link,X253,SN98314210,2024-07-05,2027-11-15,In Stock
DEV01307,CUST00227,WiFi Modem,TP-Link,R597,SN24829006,2025-01-26,2029-06-28,Under Repair
DEV01308,CUST03573,Set Top Box,Cisco,A263,SN34956595,2025-04-29,2029-06-25,Faulty
DEV01309,CUST01118,Router,TP-Link,N774,SN97420043,2025-02-26,2028-06-07,Under Repair
DEV01310,CUST01442,5G Router,Cisco,R901,SN22535336,2022-03-22,2028-08-21,In Use
DEV01311,CUST00454,Router,Netgear,N987,SN87257073,2022-03-31,2028-10-18,In Use
DEV01312,CUST03335,Fiber ONT,Nokia,R959,SN03299698,2025-01-29,2026-07-31,In Stock
DEV01313,CUST01934,Router,Nokia,N608,SN47620804,2024-09-09,2027-07-04,In Use
DEV01314,CUST01951,4G Dongle,Nokia,N437,SN98530670,2022-04-17,2029-05-02,Under Repair
DEV01315,CUST03195,5G Router,D-Link,R323,SN07653631,2025-12-03,2029-05-16,In Stock
DEV01316,CUST00876,WiFi Modem,D-Link,N550,SN47291645,2026-04-25,2027-12-06,Returned
DEV01317,CUST02084,4G Dongle,Cisco,R646,SN68717153,2025-08-26,2026-11-17,Faulty
DEV01318,CUST00926,Fiber ONT,Airtel,R799,SN53455717,2023-03-05,2028-09-13,In Stock
DEV01319,CUST02276,WiFi Modem,Netgear,R832,SN32023262,2025-02-23,2027-05-26,Faulty
DEV01320,CUST02525,Router,Cisco,X807,SN94743965,2024-07-13,2026-08-14,In Stock
DEV01321,CUST02073,4G Dongle,Airtel,N754,SN62565762,2023-01-14,2026-11-25,Faulty
DEV01322,CUST01000,4G Dongle,D-Link,R497,SN25464315,2025-04-16,2028-11-14,In Use
DEV01323,CUST03220,Fiber ONT,TP-Link,X942,SN10361111,2025-10-06,2027-10-30,In Stock
DEV01324,CUST02437,WiFi Modem,Huawei,R746,SN28404807,2022-06-23,2028-11-10,Faulty
DEV01325,CUST03329,Router,TP-Link,X942,SN44955354,2026-06-20,2029-05-16,Returned
DEV01326,CUST03860,5G Router,Airtel,N834,SN94358905,2024-01-24,2028-03-22,Returned
DEV01327,CUST00823,WiFi Modem,TP-Link,X460,SN86165354,2025-11-11,2029-06-06,Returned
DEV01328,CUST04933,5G Router,Netgear,R811,SN53000104,2022-01-23,2028-06-23,In Use
DEV01329,CUST00427,5G Router,Huawei,R910,SN38135800,2024-10-12,2026-07-09,In Stock
DEV01330,CUST00026,Set Top Box,D-Link,N421,SN95218951,2021-08-01,2028-11-16,Under Repair
DEV01331,CUST00674,Router,Huawei,A628,SN15510888,2025-04-02,2027-09-02,In Stock
DEV01332,CUST04867,5G Router,Airtel,N562,SN96544600,2023-09-13,2028-02-14,Returned
DEV01333,CUST01094,Fiber ONT,Huawei,N918,SN76379589,2026-02-02,2029-04-06,Faulty
DEV01334,CUST01628,Router,Airtel,N286,SN96097638,2024-05-30,2027-02-22,Returned
DEV01335,CUST03092,4G Dongle,D-Link,X123,SN47330949,2023-03-03,2028-10-08,Under Repair
DEV01336,CUST01874,Router,Jio,A368,SN87853361,2021-11-05,2027-10-30,In Stock
DEV01337,CUST00408,Set Top Box,Airtel,N252,SN61321835,2023-05-03,2027-05-14,In Use
DEV01338,CUST03015,WiFi Modem,Nokia,X835,SN03853609,2025-10-07,2029-05-13,Under Repair
DEV01339,CUST03565,Set Top Box,Jio,X329,SN97387826,2025-01-23,2028-01-23,In Stock
DEV01340,CUST01561,Fiber ONT,TP-Link,R491,SN36595525,2025-09-17,2026-08-01,In Stock
DEV01341,CUST03534,WiFi Modem,D-Link,N844,SN63944823,2024-09-14,2029-02-07,In Stock
DEV01342,CUST03427,WiFi Modem,Airtel,A129,SN67587267,2025-08-06,2028-04-02,Faulty
DEV01343,CUST02145,WiFi Modem,Jio,A478,SN96593304,2022-05-26,2028-03-24,Under Repair
DEV01344,CUST03754,Router,Cisco,R236,SN55067627,2025-12-18,2027-03-12,Faulty
DEV01345,CUST03257,5G Router,D-Link,R825,SN19595591,2024-05-23,2028-06-23,Returned
DEV01346,CUST04893,Fiber ONT,Nokia,X670,SN71089466,2021-09-03,2027-09-07,In Use
DEV01347,CUST00427,Fiber ONT,D-Link,R462,SN67967477,2024-11-17,2028-04-29,Under Repair
DEV01348,CUST04901,5G Router,Cisco,X359,SN28621753,2021-07-06,2028-11-06,Under Repair
DEV01349,CUST03121,Fiber ONT,Airtel,N235,SN85641894,2021-12-24,2028-04-10,Under Repair
DEV01350,CUST00337,4G Dongle,Huawei,N273,SN72198764,2021-10-28,2026-09-28,Under Repair
DEV01351,CUST04038,Fiber ONT,Jio,A191,SN10415092,2025-02-02,2028-03-22,Faulty
DEV01352,CUST04346,Set Top Box,Huawei,N219,SN85299349,2023-11-11,2028-11-04,Faulty
DEV01353,CUST00362,WiFi Modem,Jio,N865,SN40446318,2026-06-03,2027-12-23,Faulty
DEV01354,CUST03524,Fiber ONT,TP-Link,N629,SN54689715,2023-12-12,2027-03-22,Faulty
DEV01355,CUST03570,WiFi Modem,Netgear,R882,SN22749198,2022-04-24,2027-02-10,In Stock
DEV01356,CUST04553,5G Router,Jio,X293,SN02284510,2023-04-01,2028-10-16,In Stock
DEV01357,CUST00448,WiFi Modem,Huawei,X581,SN83759003,2025-07-17,2029-06-11,Faulty
DEV01358,CUST01340,5G Router,Jio,R218,SN09008343,2026-05-28,2027-05-25,Returned
DEV01359,CUST00335,Set Top Box,Netgear,R568,SN11807325,2025-09-29,2028-04-22,Returned
DEV01360,CUST00922,5G Router,Huawei,X457,SN07205727,2024-12-31,2028-04-20,In Use
DEV01361,CUST01669,Fiber ONT,Huawei,A867,SN48932618,2025-01-19,2027-08-17,Under Repair
DEV01362,CUST02235,4G Dongle,D-Link,X638,SN54865272,2025-03-25,2028-03-22,Under Repair
DEV01363,CUST01480,Set Top Box,Nokia,A886,SN36318918,2025-01-07,2029-03-07,Returned
